job_number,job_type,job_description,occ_init,occ_prop,occ_category,stories_init,stories_prop,zoningsft_init,zoningsft_prop,units_init,units_prop,units_net,units_complete,units_incomplete,co_earliest_effectivedate,co_latest_effectivedate,co_latest_certtype,co_latest_units,status,status_date,status_a,status_d,status_p,status_q,status_r,status_x,address_house,address_street,address,bin,bbl,boro,geo_address_house,geo_address_street,geo_address,geo_bin,geo_bbl,geo_boro,geo_cd,geo_ntacode2010,geo_censusblock2010,geo_csd,geo_council,x_dcpedited,x_mixeduse,x_inactive,x_geomsource,x_reason,latitude,longitude,geom
421391005,Alteration,APPLICATION FILED TO CONVERT EXISTING ONE FAMILY DWELLING TO HOUSE OF WORSHIP.,Residential,Assembly: Other,Residential,1,1,823,823,1,1,0,0,,,,,,Withdrawn,11/10/2016 12:00:00 AM,10/25/2016,10/25/2016,,,,,99-03,207 STREET,99-03 207 STREET,4232023,4108550021,Queens,99-03,207 STREET,99-03 207 STREET,4232023,4108550021,4,413,QN34,512,29,27,,,true,Lat/Long geosupport,,40.713196,-73.752368,0101000020E6100000A5A31CCC267052C0ABD1AB014A5B4440
420356983,Alteration,ENLARGEMENT TO SCULPTURE CENTER,Assembly: Other,Assembly: Other,Other,2,2,9000,11800,,,,,,2016-01-22,2017-06-13,C- CO,0,Complete,06/13/2017 12:00:00 AM,05/17/2011,05/17/2011,10/12/2011,2013-07-09,07/24/2013,06/13/2017,44-19,PURVES STREET,44-19 PURVES STREET,4461880,4002670014,Queens,44-19,PURVES STREET,44-19 PURVES STREET,4461880,4002670014,4,402,QN31,19,30,26,,,false,Lat/Long geosupport,,40.746958,-73.940838,0101000020E6100000613596B0367C52C027BEDA519C5F4440
420029962,Alteration,ONE STORY GYMNASIUM EXTENSION OF AN EXISTING CHURCH.,Public,Assembly: Other,Other,2,2,12631,16127,0,0,0,0,0,2014-11-20,2014-11-20,C- CO,0,Complete,11/20/2014 12:00:00 AM,06/12/2009,06/12/2009,08/27/2009,2009-10-27,12/17/2009,11/20/2014,87-60,112 STREET,87-60 112 STREET,4194848,4093010024,Queens,87-60,112 STREET,87-60 112 STREET,4194848,4093010024,4,409,QN54,124,27,28,,,false,Lat/Long geosupport,,40.695733,-73.836061,0101000020E6100000821DFF05827552C0BDDF68C70D594440
421047655,Alteration,APPLICATION FILED TO OBTAIN NEW C OF O FOR CONVERSION OF EXISTING LAUNDROMAT TO GENERAL RETAIL AND HORIZONTAL ENLARGEMENT. ALL WORK AS PER PLANS SUBMITTED HEREWITH,Assembly: Other,Retail,Other,1,1,2222,2222,,,,,,,,,,Permit issued,07/01/2016 12:00:00 AM,10/30/2014,10/30/2014,08/20/2015,2016-06-02,07/01/2016,,159-35,CROSS BAY BLVD,159-35 CROSS BAY BLVD,4295273,4141730082,Queens,159-35,CROSS BAY BOULEVARD,159-35 CROSS BAY BOULEVARD,4295273,4141730082,4,410,QN57,892,27,32,,,false,Lat/Long geosupport,,40.658054,-73.839174,0101000020E6100000D369DD06B57552C041800C1D3B544440
420939907,Alteration,ERECT VERTICAL EXTENSION FOR EXISTING ONE STORY BUILDING. OBTAIN C. OF O. FOR COMMUNITY USE.,Commercial,Assembly: Other,Other,1,3,4258,9482,,,,,,,,,,Permit issued,02/05/2018 12:00:00 AM,01/17/2014,01/17/2014,09/08/2014,2014-11-17,,,94-43,CORONA AVE,94-43 CORONA AVE,4040166,4016040062,Queens,94-43,CORONA AVENUE,94-43 CORONA AVENUE,4040166,4016040062,4,404,QN29,461,24,25,,,false,Lat/Long geosupport,,40.742432,-73.868486,0101000020E61000002BC24D46957752C07FC00303085F4440
121067068,Alteration,"HEREWITH FILING FOR AIR SUPPORTED BUILDING ONLY.  ALL FOUNDATION, SLAB ON GRADE, AND PERMANENT FIXED ELEMENTS FILED, APPROVED AND SIGNED OFF UNDER APPLICATION # 102599092.",Assembly: Other,Assembly: Other,Other,1,1,372589,47500,,,,,,2014-03-26,2018-02-20,T- TCO,0,Complete,07/17/2013 12:00:00 AM,05/03/2012,05/03/2012,06/25/2012,2013-06-10,06/10/2013,,603,W 218 STREET,603 W 218 STREET,1082789,1022440001,Manhattan,555,WEST  218 STREET,555 WEST 218 STREET,1082789,1022440001,1,112,MN99,297,06,10,,,false,Lat/Long geosupport,,40.873109,-73.915491,0101000020E610000012329067977A52C0F06B2409C26F4440
122169982,Alteration,"APPLICATION FOR CHANGE FROM USE GROUPS 6 & 9 (EATING AND DRINKING ESTABLISHMENT) TO USE GROUP 6, 9 & 12 (EATING, DRINKING AND CATERING ESTABLISHMENT) ON ALL FLOORS EXCEPT THE CELLAR. NO CHANGE IN OCCUPANT LOAD, EGRESS OR LAYOUT OF EXISTING PUBLIC ASSEMBLY APPLICATIONS. NO WORK WILL BE DONE UNDER THIS APPLICATION.",Assembly: Other,Eating & Drinking,Other,6,6,25478,25478,,,,,,2018-08-20,2018-08-20,C- CO,0,Complete,08/20/2018 12:00:00 AM,03/15/2016,03/15/2016,08/31/2017,2017-09-01,09/01/2017,08/20/2018,150,WEST 57 STREET,150 WEST 57 STREET,1083725,1010090009,Manhattan,150,WEST   57 STREET,150 WEST 57 STREET,1083725,1010090009,1,105,MN17,137,02,04,,,false,Lat/Long geosupport,,40.764804,-73.979470,0101000020E6100000715AF0A2AF7E52C0CCECF318E5614440
302273518,Alteration,Convert Non-Conforming Catering Facility to Conforming School-Community Facility .                                                    1st Floor-New Partitions.,Assembly: Other,Educational,Other,,2,,,,,,,,2014-05-13,2014-05-13,C- CO,0,Complete,05/13/2014 12:00:00 AM,12/13/2006,12/13/2006,12/15/2006,2006-12-21,12/21/2006,05/13/2014,6301,17 AVENUE,6301 17 AVENUE,3133082,3055390008,Brooklyn,6301,17 AVENUE,6301 17 AVENUE,3133082,3055390008,3,311,BK28,248,20,38,,,false,Lat/Long geosupport,,40.621375,-73.991167,0101000020E6100000F777B6476F7F52C0A8C64B37894F4440
301767826,Alteration,PROPOSE TO CONVERT EXISTING EATING AND DRINKING ESTABLISHMENT INTO EATING AND DRINKING ESTABLISHMENT AND THREE (3) STORES AND  AMEND CERTIFICATE OF OCCUPANCY.,Assembly: Other,Assembly: Other,Other,,1,,,,,,,,2011-02-02,2011-02-02,C- CO,0,Complete,02/02/2011 12:00:00 AM,03/17/2004,04/02/2004,08/12/2004,2004-09-16,09/16/2004,02/02/2011,229,EMPIRE BOULEVARD,229 EMPIRE BOULEVARD,3034495,3013070054,Brooklyn,229,EMPIRE BOULEVARD,229 EMPIRE BOULEVARD,3034495,3013070054,3,309,BK63,323,17,35,,,false,Lat/Long geosupport,,40.663957,-73.954475,0101000020E610000060764F1E167D52C0A379008BFC544440
320235125,Alteration,"PROPOSED 3RD AND 4TH FLOORS VERTICAL ENLARGEMENT. CONVERT SECOND AND PARTIAL OF FIRST FLOOR TO AMBULATORY DIAGNOSITCK AND TREATMENT HEALTH CARE FACILITES USE GROUP 4.CHANGE USE, EGRESS AND OCCUPANCY AS PER PLAN.",Assembly: Other,Commercial,Other,2,4,11889,9846,,,,,,2016-01-04,2016-01-04,C- CO,0,Complete,01/04/2016 12:00:00 AM,11/04/2010,11/04/2010,02/07/2011,2011-11-30,07/24/2012,01/04/2016,1113,BRIGHTON BEACH AVE,1113 BRIGHTON BEACH AVE,3245642,3087160061,Brooklyn,1113,BRIGHTON BEACH AVENUE,1113 BRIGHTON BEACH AVENUE,3245642,3087160061,3,313,BK19,61004,21,48,,,false,Lat/Long geosupport,,40.578032,-73.956175,0101000020E61000002E90A0F8317D52C04F05DCF3FC494440
320563528,Alteration,FILING A NO WORK APPLICATION TO OBTAIN A NEW CERTIFICATE OF OCCUPANCY.  CHANGE ON OCCUPANCY USE ONLY AS PER SCHEDULE A AND DRAWINGS FILED HEREWITH.,Assembly: Other,Residential: Multi-Family,Residential,3,3,10077,10077,,3,,,0,2013-11-06,2014-07-16,C- CO,3,Complete,07/16/2014 12:00:00 AM,10/24/2012,10/24/2012,03/05/2013,2013-03-07,03/07/2013,07/16/2014,1244,65TH STREET,1244 65TH STREET,3345082,3057530026,Brooklyn,1242,65 STREET,1242 65 STREET,3345082,3057530026,3,310,BK30,194,20,38,,,false,Lat/Long geosupport,,40.626269,-74.002720,0101000020E6100000E3C281902C8052C0D3BF249529504440
320566641,Alteration,"CONVERT EXISTING CHURCH TO EDUCATIONAL FACILTY/SCHOOL WITH ACCESSORY OFFICE USE. MAINTAIN EXISTING AUDITORIUM. SELECTIVE REMOVAL & INSTALLATION OF NON LOAD BEARING INTERIOR PARTITIONS AND FINISHES. ADD 121 SF TO EXISTING BUILDING FOR NEW VESTIBLUE.PLACE OF ASSEMBLY, SPRINKLER AND FA TO BE FILED SEPARATELY. OBTAIN NEW CO",Public,Assembly: Other,Other,2,2,6850,6971,,,,,,2014-04-18,2014-08-08,C- CO,0,Complete,08/08/2014 12:00:00 AM,11/05/2012,11/05/2012,05/09/2013,2013-06-04,06/28/2013,08/08/2014,152,STERLING PLACE,152 STERLING PLACE,3024365,3010580014,Brooklyn,152,STERLING PLACE,152 STERLING PLACE,3024365,3010580014,3,306,BK37,159,13,39,,,false,Lat/Long geosupport,,40.676619,-73.973123,0101000020E610000011FFB0A5477E52C0166D8E739B564440
321626978,Demolition,FILING HEREWITH PARTIAL MECHANICAL DEMOLITION OF EXISTING TWO STORY BUILDING AS INDICATED ON PLANS,Assembly: Other,Empty Lot,Other,2,0,,0,,0,,,,,,,,In progress,02/23/2018 12:00:00 AM,02/23/2018,02/23/2018,02/23/2018,,,,962,BUSHWICK AVE,962 BUSHWICK AVE,3075297,3032940025,Brooklyn,962,BUSHWICK AVENUE,962 BUSHWICK AVENUE,3075297,3032940025,3,304,BK78,395,32,34,,,false,Lat/Long geosupport,,40.692085,-73.923422,0101000020E61000000B9A9658197B52C0AD86C43D96584440
420468069,Demolition,FULL DEMOLITION OF #2 REAR STRUCTURE USING MECHANICAL MEANS.  FENCE FILED IN CONJUCTION WITH CHURCH FILING DEMOLITION.,Assembly: Other,Empty Lot,Other,1,0,,0,2,0,-2,-2,0,,,,,Complete (demolition),11/29/2011 12:00:00 AM,08/04/2011,08/04/2011,08/04/2011,2011-10-04,10/04/2011,11/29/2011,36-11,12TH ST,36-11 12TH ST,4004296,4003510014,Queens,36-09,12 STREET,36-09 12 STREET,4004296,4003510014,4,401,QN68,43,30,26,,,false,Lat/Long geosupport,,40.760343,-73.939155,0101000020E6100000FEB7921D1B7C52C00B5F5FEB52614440
401968224,New Building,SEE SECTION # 16.,Empty Lot,Assembly: Other,Other,0,2,0,5775,0,,,,,2012-08-31,2012-11-21,C- CO,0,Complete,11/21/2012 12:00:00 AM,07/06/2004,07/07/2004,07/22/2004,2005-07-12,11/14/2005,11/21/2012,40-24,159 STREET,40-24 159 STREET,4539996,4052770035,Queens,40-20,159 STREET,40-20 159 STREET,4539996,4052770001,4,407,QN51,1171,25,20,,,false,Lat/Long geosupport,,40.762465,-73.806827,0101000020E6100000E8A1B60DA37352C01DACFF7398614440
321050063,Alteration,VERTICAL ENLARGEMENT TO EXISTING 2 STORY BUILDING. 6 STORES AND PHYSICAL CULTURE ESTABLISHMENT,Educational,Assembly: Other,Other,2,3,17000,24000,0,0,0,0,0,2016-12-09,2017-10-23,C- CO,0,Complete,10/23/2017 12:00:00 AM,03/19/2015,03/19/2015,07/07/2015,2015-10-06,02/03/2016,10/23/2017,1413,FULTON STREET,1413 FULTON STREET,3053469,3018540052,Brooklyn,1413,FULTON STREET,1413 FULTON STREET,3053469,3018540052,3,303,BK75,269,13,36,,,false,Lat/Long geosupport,,40.680347,-73.944499,0101000020E6100000B306EFAB727C52C04277499C15574440
320125985,Alteration,LEGALIZE CELLAR AREA AS COMMUNITY FACILITY. OBTAIN NEW CERTIFICATE OF OCCUPANCY.,Assembly: Other,Assembly: Other,Other,2,2,7227,7227,0,0,0,0,,,,,,Permit issued,05/15/2017 12:00:00 AM,02/10/2010,02/11/2010,08/26/2010,2010-11-23,11/23/2010,,434,EAST 21 STREET,434 EAST 21 STREET,3118813,3051630010,Brooklyn,430,EAST   21 STREET,430 EAST 21 STREET,3118813,3051630010,3,314,BK42,51602,22,40,,,false,Lat/Long geosupport,,40.643488,-73.958975,0101000020E61000009FABADD85F7D52C029AF95D05D524440
104855444,New Building,SEE SECTION 24,Empty Lot,Assembly: Other,Other,0,3,0,337432,0,0,0,0,0,2013-01-25,2017-03-20,C- CO,0,Complete,03/20/2017 12:00:00 AM,08/02/2007,08/02/2007,02/19/2010,2010-03-08,03/10/2010,03/20/2017,180,AMSTERDAM AVENUE,180 AMSTERDAM AVENUE,1087453,1011580018,Manhattan,180,AMSTERDAM AVENUE,180 AMSTERDAM AVENUE,1087453,1011580018,1,107,MN14,155,03,06,,,false,Lat/Long geosupport,,40.776407,-73.983648,0101000020E6100000A7B1BD16F47E52C057B1F84D61634440
421047940,Demolition,"FULL DEMOLITION OF CHURCH RECTORY, USING FULL MECHANICAL MEANS.",Assembly: Other,Empty Lot,Other,3,0,,0,1,0,-1,-1,0,,,,,Complete (demolition),06/10/2015 12:00:00 AM,11/06/2014,11/06/2014,11/06/2014,2015-04-14,04/14/2015,06/10/2015,118-28,RIVERTON STREET,118-28 RIVERTON STREET,4268948,4124490037,Queens,118-28,RIVERTON STREET,118-28 RIVERTON STREET,4268948,4124490037,4,412,QN08,366,29,27,,,false,Lat/Long geosupport,,40.689559,-73.763273,0101000020E6100000DE3AFF76D97052C0CCD4247843584440
520188957,Demolition,"FULL DEMOLITION OF ONE STORY CHURCH AKA #1B, USING MECHANICAL MEANS. FENCE FILED UNDER DEMOLITION APPLICATION OF STRUCTURE #1A.",Assembly: Other,Empty Lot,Other,1,0,,0,1,0,-1,-1,0,,,,,Complete (demolition),06/16/2015 12:00:00 AM,04/03/2014,04/03/2014,04/03/2014,2014-08-27,08/27/2014,06/16/2015,239,FINGERBOARD ROAD,239 FINGERBOARD ROAD,5107473,5030190120,Staten Island,239,FINGERBOARD ROAD,239 FINGERBOARD ROAD,5000000,5030190120,5,501,SI37,2001,31,49,,,false,Lat/Long geosupport,,40.606227,-74.070346,0101000020E6100000E259828C808452C0E179A9D8984D4440
410232270,Alteration,"PROPOSED ENTENSION WORK AT CELAR, FIRST AND SECOND FLOOR.",Assembly: Other,Assembly: Other,Other,2,2,4849,4849,0,0,0,0,,,,,,Permit issued,06/26/2018 12:00:00 AM,03/05/2009,03/05/2009,05/02/2012,2013-10-04,02/13/2014,,45-52,KISSENA BLVD,45-52 KISSENA BLVD,4309846,4051470039,Queens,45-52,KISSENA BOULEVARD,45-52 KISSENA BOULEVARD,4309846,4051470039,4,407,QN22,845,25,20,,,false,Lat/Long geosupport,,40.750867,-73.819785,0101000020E61000001630815B777452C0A452EC681C604440
421523569,Alteration,EXPANSION OF EXISTING COMMUNITY CENTER (ADULT DAY CARE) WITH NEW STOREFRONT.,Retail,Assembly: Other,Other,1,1,7984,7984,,,,,,,,,,Permit issued,06/27/2018 12:00:00 AM,09/12/2017,09/12/2017,02/08/2018,2018-06-27,06/27/2018,,147-22,NORTHERN BLVD,147-22 NORTHERN BLVD,4113529,4050160033,Queens,147-22,NORTHERN BOULEVARD,147-22 NORTHERN BOULEVARD,4113529,4050160033,4,407,QN51,1163,25,20,,,false,Lat/Long geosupport,,40.765022,-73.818115,0101000020E61000007E5704FF5B7452C03A5CAB3DEC614440
520045825,Alteration,RENOVATION OF EXISTING STRUCTURE TO AMEND CERTIFICATE #62099 TO CHANGE USE GRO UP AND BUILDING OCCUPANCY GROUP TO COMPLY WITH USE GROUP AND OCCUPANCY CLASS TO A CHURCH USE GROUP 4.,"Industrial, Storage & Utilities",Assembly: Other,Other,1,1,9688,9688,,,,,,,,,,Permit issued,01/27/2014 12:00:00 AM,08/23/2010,08/24/2010,12/23/2010,2010-12-23,01/13/2011,,947,CASTLETON AVENUE,947 CASTLETON AVENUE,5004609,5001610067,Staten Island,947,CASTLETON AVENUE,947 CASTLETON AVENUE,5004609,5001610067,5,501,SI35,105,31,49,,,false,Lat/Long geosupport,,40.635177,-74.113907,0101000020E610000045F295404A8752C0F015DD7A4D514440
321509685,Alteration,FILING HEREWITH TO UPDATE BSA APPROVAL AND OBTAIN UPDATED CERTIFICATE OF OCCUPANCY. BSA CAL NO. 266-04-BZ,Assembly: Other,Assembly: Other,Other,2,2,1,1,,,,,,,,,,Permit issued,01/31/2017 12:00:00 AM,01/13/2017,01/13/2017,01/24/2017,2017-01-31,01/31/2017,,96,BOERUM PLACE,96 BOERUM PLACE,3388615,3002790037,Brooklyn,96,BOERUM PLACE,96 BOERUM PLACE,3388615,3002790037,3,302,BK38,43,15,33,,,false,Lat/Long geosupport,,40.688501,-73.991360,0101000020E610000001A43671727F52C0B421FFCC20584440
320937108,Alteration,"RENOVATE EXISTING SYNAGOGUE WITH NEW PARTITIONS, FLOORING, PLUMBING, HANDICAP LIFT AND CEILING AND COMBINE 1325 & 1327 AT FIRST & SECOND FLOORS TO CREATE ON E SYNAGOGUE. OBTAIN NEW CERTIFICATE OF OCCUPANCY UPON COMPLETION",Residential,Assembly: Other,Residential,2,2,4049,4049,1,0,-1,0,,,,,,Permit issued,12/13/2018 12:00:00 AM,08/07/2014,08/07/2014,06/06/2016,2018-10-11,12/13/2018,,1327,41ST STREET,1327 41ST STREET,3123284,3052970066,Brooklyn,1327,41 STREET,1327 41 STREET,3123284,3052970066,3,312,BK88,230,20,39,,,false,Lat/Long geosupport,,40.639216,-73.986517,0101000020E6100000ADFC3218237F52C03B8A73D4D1514440
421573648,Alteration,"ALTERATION TYPE-1 (NO WORK) TO CHANGE THE OCCUPANCY USE OF THE FIRST FLOOR FROM RETAIL TO EATING AND DRINKING ESTABLISHMENT. NO CHANGE TO USE GROUP, EGRESS OR BULK. PLACE OF ASSEMBLY FILED IN CONJUNCTION.",Assembly: Other,Eating & Drinking,Other,3,3,4209,4209,2,2,0,0,,,,,,Permit issued,08/14/2018 12:00:00 AM,11/21/2017,11/21/2017,05/09/2018,2018-08-14,08/14/2018,,33-10,DITMARS BOULEVARD,33-10 DITMARS BOULEVARD,4017042,4008320155,Queens,33-10,DITMARS BOULEVARD,33-10 DITMARS BOULEVARD,4017042,4008320155,4,401,QN72,117,30,22,,,false,Lat/Long geosupport,,40.774959,-73.909506,0101000020E61000000261A758357A52C0D55E44DB31634440
320375704,Alteration,"FILING HEREWITH ALTERATION I APPLICATION FOR PROPOSED ONE STORY 2,915 SF BANK WITH DRIVE THRU",Assembly: Other,Commercial,Other,1,1,2915,2915,,,,,,2014-11-07,2015-01-22,C- CO,0,Complete,01/22/2015 12:00:00 AM,11/26/2012,12/03/2012,03/07/2013,2013-05-15,01/10/2014,01/22/2015,1715,BEDFORD AVENUE,1715 BEDFORD AVENUE,3034358,3013040001,Brooklyn,1701,BEDFORD AVENUE,1701 BEDFORD AVENUE,3034358,3013040001,3,309,BK63,323,17,35,,,false,Lat/Long geosupport,,40.664672,-73.956900,0101000020E6100000B7627FD93D7D52C09148DBF813554440
420017458,Alteration,TO REFLECT BSA RESOLUTION (CAL. # 9-10-BZ),Assembly: Other,Eating & Drinking,Other,1,1,7076,7076,0,0,0,0,0,2011-07-05,2011-11-23,C- CO,0,Complete,11/23/2011 12:00:00 AM,05/14/2009,05/14/2009,08/17/2010,2010-08-19,08/19/2010,11/23/2011,231-10,NORTHERN BLVD,231-10 NORTHERN BLVD,4169903,4081640030,Queens,231-10,NORTHERN BOULEVARD,231-10 NORTHERN BOULEVARD,4169903,4081640030,4,411,QN45,150701,26,19,,,false,Lat/Long geosupport,,40.763495,-73.749018,0101000020E6100000628731E9EF6F52C06BD44334BA614440
402496045,Alteration,"To amend C of O for restaurant on 2nd floor ( UG#:6, OG:F-4). NO work to be done under this application. All other works to be filed under separate application",Commercial,Assembly: Other,Other,,2,,,,,,,,2013-07-02,2014-06-11,C- CO,0,Complete,06/11/2014 12:00:00 AM,11/17/2006,11/29/2006,01/02/2007,2007-01-03,01/03/2007,06/11/2014,136-59,37 AVENUE,136-59 37 AVENUE,4112365,4049770082,Queens,136-59,37 AVENUE,136-59 37 AVENUE,4112365,4049770082,4,407,QN22,869,25,20,,,false,Lat/Long geosupport,,40.762291,-73.829021,0101000020E61000009FAC18AE0E7552C07F8461C092614440
510050356,Alteration,APPLICATION FILED TO CONVERT EXISTING 1 STORY RESIDENCE TO A PLACE OF WORSHIP.WITH INTERIOR RENOVATION & INSTALLATION OF NEW PLUMBING FIXTURES.,Assembly: Other,Residential,Residential,1,1,2004,2004,0,0,0,0,0,2010-03-23,2010-06-17,C- CO,0,Complete,06/17/2010 12:00:00 AM,08/08/2008,08/21/2008,01/23/2009,2009-02-03,03/24/2009,06/17/2010,175,BRIELLE AVENUE,175 BRIELLE AVENUE,5021143,5008190035,Staten Island,175,BRIELLE AVENUE,175 BRIELLE AVENUE,5021143,5008190035,5,502,SI05,18702,31,50,true,,false,Lat/Long geosupport,change occ_prop,40.598858,-74.129340,0101000020E61000002384471B478852C057790261A74C4440
310059414,Alteration,"Revise egress and increase number of occupants on first floor.  All work performed under Application #301988927. No work to be performed under this application.  To the best of my knowledge, belief and professional judgment, these plans and specifications are in compliance with the Energy  Conservation Construction Code of New York State, using Chapter 8.",Assembly: Other,"Industrial, Storage & Utilities",Other,,2,,,,,,,,2012-10-18,2012-10-18,C- CO,0,Complete,10/18/2012 12:00:00 AM,11/16/2007,11/28/2007,12/17/2007,2008-04-30,04/30/2008,10/18/2012,514,METROPOLITAN AVENUE,514 METROPOLITAN AVENUE,3062529,3023710027,Brooklyn,514,METROPOLITAN AVENUE,514 METROPOLITAN AVENUE,3062529,3023710027,3,301,BK73,513,14,34,,,false,Lat/Long geosupport,,40.713826,-73.951829,0101000020E61000009A982EC4EA7C52C06A847EA65E5B4440
310244143,Alteration,FILLING ALT. TYPE #1 TO RELOCATED 2ND FLOOR ENTRANCE AND PHYSICAL SEPARATE 1ST & 2ND FLOORS. RELOCATED STAIR TO MEZZ.FROM LEFT SIDE TO RIGHT SIDE,Assembly: Other,Eating & Drinking,Other,2,2,3479,3479,0,0,0,0,0,2014-11-06,2014-11-06,C- CO,0,Complete,11/06/2014 12:00:00 AM,01/15/2009,01/21/2009,06/24/2009,2011-09-19,09/19/2011,11/06/2014,1272,BROADWAY,1272 BROADWAY,3337962,3016230044,Brooklyn,1272,BROADWAY,1272 BROADWAY,3337962,3016230044,3,303,BK35,387,16,41,,,false,Lat/Long geosupport,,40.690862,-73.924971,0101000020E6100000E6AF90B9327B52C04B06802A6E584440
320480289,Alteration,APPLICATION FILED TO INCREASE OCCUPANCY IN EXISTING EATING AND DRINKING ESTABLISHMENT TO CREATE A PLACE OF ASSEMBLY. INSTALL PREP KITCHEN IN CELLAR PLUMBING MODIFICATIONS ALL AS PER PLANS FILED HEREWITH.  THIS JOB WILL BE FILED WITH NBAT,Assembly: Other,Eating & Drinking,Other,3,3,5960,5960,2,2,0,0,0,2013-03-28,2013-07-26,C- CO,2,Complete,07/26/2013 12:00:00 AM,05/18/2012,05/18/2012,07/26/2012,2012-08-13,08/17/2012,07/26/2013,346,FLATBUSH AVENUE,346 FLATBUSH AVENUE,3348885,3010580035,Brooklyn,346,FLATBUSH AVENUE,346 FLATBUSH AVENUE,3348885,3010580035,3,306,BK37,159,13,39,,,false,Lat/Long geosupport,,40.675996,-73.971912,0101000020E6100000C2A563CE337E52C0081D740987564440
321094338,Alteration,ALTERATION TYPE I. CONVERTING FIRST FLOOR DRUG STORE TO COMMUNITY FACILITY. USE GROUP 4(HOUSE OF WORSHIP). NO INCREASE IN BULK OR FAR. MINOR INTERIOR RENOVATION. NON-SUBSTANTIAL IMPROVEMENT.,Commercial,Assembly: Other,Other,2,2,3762,3762,1,1,0,0,0,2017-04-13,2017-04-18,C- CO,1,Complete,04/18/2017 12:00:00 AM,03/17/2015,03/17/2015,05/29/2015,2015-07-28,07/28/2015,04/18/2017,2527,CROPSEY AVENUE,2527 CROPSEY AVENUE,3187064,3069080009,Brooklyn,2527,CROPSEY AVENUE,2527 CROPSEY AVENUE,3187064,3069080009,3,311,BK29,304,21,43,,,false,Lat/Long geosupport,,40.591742,-73.992183,0101000020E61000006B2920ED7F7F52C0B7D5AC33BE4B4440
421305652,Alteration,"CHANGE PARTIAL CELLAR BILLIARD PARLOR ( UG8A, F-3) TO EATING OR DRINKING ESTABLISHMENT (UG6A, A-2), 2ND FLOOR CHANGE USE TO RETAIL, STORES, (USGA, M) O BTAIN C OF O. NO WORK TO BE DONE CELLAR CONSTRUCTION WORK. UNDER 420511716 & 4 21075918; 2ND FL CONSTRUCTION WORK UNDER 421248242 & 210015843 CELLAR PA APPLI CATION UNDER 421077426",Assembly: Other,Eating & Drinking,Other,2,2,10638,10638,0,0,0,0,0,2017-11-09,2017-11-09,C- CO,0,Complete,11/09/2017 12:00:00 AM,07/05/2016,07/05/2016,08/30/2016,2016-09-23,09/23/2016,11/09/2017,41-02,COLLEGE POINT BLVD,41-02 COLLEGE POINT BLVD,4441757,4050630007,Queens,41-02,COLLEGE POINT BOULEVARD,41-02 COLLEGE POINT BOULEVARD,4441757,4050630007,4,407,QN22,849,25,20,,,false,Lat/Long geosupport,,40.755917,-73.833874,0101000020E610000005BF0D315E7552C0C6BE64E3C1604440
510009580,Alteration,PROPOSED TWO STORY ENLARGEMENT TO EXISTING COMMUNITY FACILITY,Public,Assembly: Other,Other,,2,,,,,,,,2015-10-19,2015-10-19,C- CO,0,Complete,10/19/2015 12:00:00 AM,07/13/2007,08/03/2007,01/07/2008,2009-10-19,04/19/2010,10/19/2015,291,MAIN STREET,291 MAIN STREET,5088264,5079140072,Staten Island,291,MAIN STREET,291 MAIN STREET,5088264,5079140072,5,503,SI11,24401,31,51,,,false,Lat/Long geosupport,,40.507962,-74.246135,0101000020E6100000A9D903ADC08F52C02DCE18E604414440
121916980,Alteration,INTERIOR RENOVATION OF CELLAR AND FIRST FLOOR. WORK TO INCLUDE MECHANICAL AND PLUMBING. NO CHANGE TO USE OR EGRESS.,Assembly: Other,Eating & Drinking,Other,6,6,5000,5000,,,,,,2015-03-06,2018-12-21,T- TCO,0,Complete,11/28/2018 12:00:00 AM,02/06/2014,02/07/2014,03/21/2014,2014-03-21,03/27/2014,,285,WEST BROADWAY,285 WEST BROADWAY,1002728,1002110018,Manhattan,285,WEST BROADWAY,285 WEST BROADWAY,1002728,1002110018,1,101,MN24,33,02,01,,,false,Lat/Long geosupport,,40.720849,-74.004643,0101000020E6100000F14927124C8052C05A2DB0C7445C4440
402279495,Alteration,Proposed to change the the use for portion of the Cellar to a Physical Culture Establishment and Dance School (U.G. 9).  Also to change portion of the first floor to Dance School (U.G. 9).,Assembly: Other,Assembly: Other,Other,,1,,,,,,,,2016-11-04,2018-12-21,T- TCO,0,Complete,11/25/2015 12:00:00 AM,01/25/2006,01/25/2006,12/11/2009,2009-12-16,12/16/2009,,188-02,UNION TURNPIKE,188-02 UNION TURNPIKE,4156312,4072660001,Queens,188-02,UNION TURNPIKE,188-02 UNION TURNPIKE,4156312,4072660001,4,408,QN06,1277,26,23,,,false,Lat/Long geosupport,,40.729082,-73.780570,0101000020E6100000478FDFDBF47152C0170D198F525D4440
320486345,New Building,NEW 2 STORY MIKVAH,Empty Lot,Assembly: Other,Other,0,2,0,17015,0,0,0,0,0,2018-12-20,2018-12-20,T- TCO,0,Complete,03/07/2018 12:00:00 AM,05/31/2012,05/31/2012,01/07/2013,2013-02-25,02/25/2013,,431,DAHILL RD,431 DAHILL RD,3423909,3053840072,Brooklyn,431,DAHILL ROAD,431 DAHILL ROAD,3423909,3053840072,3,312,BK41,486,20,39,,,false,Lat/Long geosupport,,40.636939,-73.979066,0101000020E610000009A87004A97E52C00246973787514440
