job_number,job_type,job_description,occ_init,occ_prop,occ_category,stories_init,stories_prop,zoningsft_init,zoningsft_prop,units_init,units_prop,units_net,units_complete,units_incomplete,co_earliest_effectivedate,co_latest_effectivedate,co_latest_certtype,co_latest_units,status,status_date,status_a,status_d,status_p,status_q,status_r,status_x,address_house,address_street,address,bin,bbl,boro,geo_address_house,geo_address_street,geo_address,geo_bin,geo_bbl,geo_boro,geo_cd,geo_ntacode2010,geo_censusblock2010,geo_csd,geo_council,x_dcpedited,x_mixeduse,x_inactive,x_geomsource,x_reason,latitude,longitude,geom,row_number
421596678,Alteration,"CONVERT EXISTING TWO FAMILY TO THREE FAMILY WITH VERTICAL AND HORIZONTAL ENLARGEMENT AND INTERIOR RENOVATION OF PARTITION WORKS,MECHANICAL,SPRINKLER AND PLUMBING WORKS AS PER PLAN FILE HEREWITH. GET NEW C OF O.",Residential,Residential: Multi-Family,Residential,1,2,959,2981,1,3,2,0,,,,,,In progress (last plan disapproved),08/22/2018 12:00:00 AM,03/27/2018,03/27/2018,,,,,132-36,60 AVE,132-36 60 AVE,4139378,4063680086,Queens,132-36,60 AVENUE,132-36 60 AVENUE,4139378,4063680086,4,407,QN62,80301,25,20,,,false,Lat/Long geosupport,,40.743612,-73.832302,0101000020E61000004E999B6F447552C0E27492AD2E5F4440,2
421617815,Alteration,"CONVERT EXISTING ONE FAMILY TO THREE FAMILY WITH VERTICAL AND HORIZONTAL ENLARGEMENT AND INTERIOR RENOVATION OF PARTITION WORKS,MECHANICAL,SPRINKLER AND PLUMBING WORKS AS PER PLAN FILE HEREWITH. GET NEW C OF O.",Residential,Residential: Multi-Family,Residential,1,2,1205,2908,1,3,2,0,,,,,,In progress (last plan disapproved),12/27/2018 12:00:00 AM,12/19/2018,12/19/2018,,,,,132-36,60 AVE,132-36 60 AVE,4139378,4063680086,Queens,132-36,60 AVENUE,132-36 60 AVENUE,4139378,4063680086,4,407,QN62,80301,25,20,,,false,Lat/Long geosupport,,40.743612,-73.832302,0101000020E61000004E999B6F447552C0E27492AD2E5F4440,3
122201839,Alteration,APPLICATION FILED GENERAL CONSTRUCTION IN CONJUNCTION WITH CHANGE IN OCCUPANCY AT FIRST FLOOR DUE TO CREATION OF NEW RETAIL SPACE AS SHOWN,Hotel or Dormitory,Hotel or Dormitory,Other,46,46,1824322,1824288,1693,2141,448,448,0,2018-05-10,2018-10-31,T- TCO,2141,Complete,06/01/2015 12:00:00 AM,11/20/2014,11/20/2014,03/12/2015,2015-05-08,06/01/2015,,1335,AVENUE OF THE AMERICAS,1335 AVENUE OF THE AMERICAS,1023163,1010067502,Manhattan,1327,AVENUE OF THE AMERICAS,1327 AVENUE OF THE AMERICAS,1023163,1010067502,1,105,MN17,131,02,04,true,,false,Lat/Long geosupport,change occ_init,40.762444,-73.979713,0101000020E6100000D49D279EB37E52C00684D6C397614440,1
121169234,Alteration,"INTERIOR RENOVATION AT FLOORS 039 THRU 043,45 AND 46.CHANGES TO CERTIFICATE OCCUPANCY OF FLRS:37,42,43,45 AND 46 ONLY ASSOCIATED MECHANICAL,PLUMBING AND SPRINKLER WORK FILED UNDER SEPARATE APPLICATIONS",Hotel or Dormitory,Hotel or Dormitory,Other,46,46,91625,91625,2091,2093,2,2,0,2018-05-17,2018-12-04,T- TCO,2093,Complete,12/27/2016 12:00:00 AM,07/27/2012,07/27/2012,08/02/2013,2014-01-06,01/10/2014,,1335,AVENUE OF THE AMERICAS,1335 AVENUE OF THE AMERICAS,1023163,1010067502,Manhattan,1327,AVENUE OF THE AMERICAS,1327 AVENUE OF THE AMERICAS,1023163,1010067502,1,105,MN17,131,02,04,true,,false,Lat/Long geosupport,change occ_init,40.762444,-73.979713,0101000020E6100000D49D279EB37E52C00684D6C397614440,2
301978251,Alteration,Convert existing 1st Floor Doctors Office into a Residential Apartment.  Change to Occupancy/Use and Room Count/Dwelling Units under this application. No Change to Egress or Fire-protection.,Residential,Residential,Residential,,16,,,185,188,3,3,0,2010-07-02,2011-03-15,T- TCO,188,Complete,01/19/2006 12:00:00 AM,07/13/2005,07/14/2005,10/11/2005,2005-10-28,01/19/2006,,135,EASTERN PARKWAY,135 EASTERN PARKWAY,3029628,3011790047,Brooklyn,135,EASTERN PARKWAY,135 EASTERN PARKWAY,3029628,3011790047,3,308,BK64,215,13,35,true,,false,Lat/Long geosupport,change u_init,40.672565,-73.964192,0101000020E610000026C45C52B57D52C095B7239C16564440,1
301320826,Alteration,CONVERT EXG 1ST FLOOR DOCTOR'S OFFICE IN TO A RESIDENTIAL APARTMENT,Residential,Residential,Residential,,16,,,187,188,1,1,0,2010-08-06,2011-06-22,T- TCO,188,Complete,10/06/2003 12:00:00 AM,03/25/2002,03/28/2002,04/25/2002,2002-06-17,05/28/2003,,135,EASTERN PARKWAY,135 EASTERN PARKWAY,3029628,3011790047,Brooklyn,135,EASTERN PARKWAY,135 EASTERN PARKWAY,3029628,3011790047,3,308,BK64,215,13,35,true,,false,Lat/Long geosupport,change u_init,40.672565,-73.964192,0101000020E610000026C45C52B57D52C095B7239C16564440,2
310208655,Alteration,MINOR PARTITION REMOVAL TO CHANGE OCCUPANCY ON PART OF THE 1ST FLOOR TO CONVERT ONE DOCTOR'S OFFICE TO A DWELLING UNIT.  ALL NEW CONSTRUCTION WORK TO BE FILED UNDER SEPARATE APPLICATION.,Residential,Residential: Multi-Family,Residential,15,15,345000,345000,187,188,1,1,0,2010-04-14,2011-06-22,T- TCO,188,Complete,09/01/2009 12:00:00 AM,10/10/2008,10/10/2008,12/31/2008,2009-09-01,09/01/2009,,135,EASTERN PARKWAY,135 EASTERN PARKWAY,3029628,3011790047,Brooklyn,135,EASTERN PARKWAY,135 EASTERN PARKWAY,3029628,3011790047,3,308,BK64,215,13,35,,,false,Lat/Long geosupport,,40.672565,-73.964192,0101000020E610000026C45C52B57D52C095B7239C16564440,3
421614499,New Building,NEW 2 STORY 1 FAMILY DETACHED BUILDING. (TWO BUILDING ON ONE ZONING LOT),Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,937,0,1,1,0,,,,,,In progress (last plan disapproved),05/16/2018 12:00:00 AM,04/24/2018,04/24/2018,,,,,138-15,77 AVE,138-15 77 AVE,4143107,4066060167,Queens,138-15,77 AVENUE,138-15 77 AVENUE,4143107,4066060167,4,408,QN37,77902,25,24,,,false,Lat/Long geosupport,,40.721305,-73.822917,0101000020E6100000A39410ACAA7452C07CB8E4B8535C4440,1
421611303,New Building,NEW 2 STORY 1 FAMILY DETACHED BUILDING. (TWO BUILDING ON ONE ZONING LOT),Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,937,0,1,1,0,,,,,,Filed,04/23/2018 12:00:00 AM,04/23/2018,,,,,,138-15,77 AVE,138-15 77 AVE,4143107,4066060167,Queens,138-15,77 AVENUE,138-15 77 AVENUE,4143107,4066060167,4,408,QN37,77902,25,24,,,false,Lat/Long geosupport,,40.721305,-73.822917,0101000020E6100000A39410ACAA7452C07CB8E4B8535C4440,2
321431900,New Building,"PROPOSED NEW 5-STORY,10-FAMILY MIXED USE BUILDING.",Empty Lot,Residential: Multi-Family,Residential,0,5,0,10155,0,10,10,0,,,,,,In progress,02/16/2017 12:00:00 AM,02/16/2017,02/16/2017,,,,,13,JEFFERSON ST,13 JEFFERSON ST,3421605,3031600046,Brooklyn,15,JEFFERSON STREET,15 JEFFERSON STREET,3000000,3031600046,3,304,BK78,389,14,34,,true,false,Lat/Long geosupport,,40.697472,-73.935054,0101000020E61000009D7FBBECD77B52C017F032C346594440,1
321193150,New Building,"PROPOSED NEW 5-STORY, 10-FAMILY MIXED USE BUILDING.",Empty Lot,Residential: Multi-Family,Residential,0,5,0,9989,0,10,10,0,,,,,,In progress (last plan disapproved),10/24/2018 12:00:00 AM,05/11/2017,05/13/2017,,,,,13,JEFFERSON ST,13 JEFFERSON ST,3421605,3031600046,Brooklyn,15,JEFFERSON STREET,15 JEFFERSON STREET,3000000,3031600046,3,304,BK78,389,14,34,,true,false,Lat/Long geosupport,,40.697472,-73.935054,0101000020E61000009D7FBBECD77B52C017F032C346594440,2
321844714,Alteration,"CONVERT 2 STORY 2 FAMILY TO 4 STORY 6 FAMILY DWELLING, OBTAIN NEW C.O.O",Residential,Residential: Multi-Family,Residential,2,4,2189,4357,2,6,4,0,,,,,,In progress (last plan disapproved),12/24/2018 12:00:00 AM,10/26/2018,10/26/2018,,,,,1421,HANCOCK STREET,1421 HANCOCK STREET,3078140,3033930071,Brooklyn,1421,HANCOCK STREET,1421 HANCOCK STREET,3078140,3033930071,3,304,BK77,439,32,37,,,false,Lat/Long geosupport,,40.696249,-73.907586,0101000020E6100000AD1397E3157A52C0B56FEEAF1E594440,1
321263397,Alteration,"HEREWITH FILING ALTERATION TYPE 1 TO ADD 2 FLOORS TO EXISTING BUILDING, PLUMBING WORK AS PER PLANS, CONVERT FOM A 2-FAMILY TO 5-FAMILY AND OBTAIN CERTIFICATE OF OCCUPANCY FOR SAME.",Residential: 1 & 2 Family,Residential: Multi-Family,Residential,2,4,2229,3693,2,4,2,0,,,,,,In progress,05/02/2016 12:00:00 AM,10/29/2015,10/29/2015,05/02/2016,,,,1421,HANCOCK STREET,1421 HANCOCK STREET,3078140,3033930071,Brooklyn,1421,HANCOCK STREET,1421 HANCOCK STREET,3078140,3033930071,3,304,BK77,439,32,37,,,false,Lat/Long geosupport,,40.696249,-73.907586,0101000020E6100000AD1397E3157A52C0B56FEEAF1E594440,2
421674441,New Building,"PROPOSED NEW BUILDING FOR RESIDENTIAL TWO FAMILY USE. STRUCTURAL, PLUMBING & PARTITION WORKS AT OPEN SPACE, CELLAR, 1ST THRU 2ND FLOOR, ATTIC & ROOF.   AS PER PLAN. OBTAIN NEW CERTIFICATE OF OCCUPANCY",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2568,0,2,2,0,,,,,,In progress (last plan disapproved),09/07/2018 12:00:00 AM,09/04/2018,09/04/2018,,,,,147-12,BEECH AVE,147-12 BEECH AVE,4121369,4053790009,Queens,147-12,BEECH AVENUE,147-12 BEECH AVENUE,4121369,4053790009,4,407,QN52,1187,25,20,,,false,Lat/Long geosupport,,40.758077,-73.815925,0101000020E610000048BF7D1D387452C0C66CC9AA08614440,1
421674450,New Building,"PROPOSED NEW BUILDING FOR RESIDENTIAL TWO FAMILY USE. STRUCTURAL, PLUMBING & PARTITION WORKS AT OPEN SPACE, CELLAR, 1ST THRU 2ND FLOOR, ATTIC & ROOF.   AS PER PLAN. OBTAIN NEW CERTIFICATE OF OCCUPANCY",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2568,0,2,2,0,,,,,,In progress,12/12/2018 12:00:00 AM,09/04/2018,09/04/2018,12/12/2018,,,,147-12,BEECH AVE,147-12 BEECH AVE,4619376,4053790009,Queens,147-12,BEECH AVENUE,147-12 BEECH AVENUE,4121369,4053790009,4,407,QN52,1187,25,20,,,false,Lat/Long geosupport,,40.758077,-73.815925,0101000020E610000048BF7D1D387452C0C66CC9AA08614440,2
103234705,Alteration,Conversion of manufacturing spaces into joint living work quarters under Article 7B.,Commercial,Residential,Residential,,4,,,0,6,6,6,0,2010-04-13,2010-07-23,C- CO,6,Complete,07/23/2010 12:00:00 AM,08/09/2002,08/22/2002,07/10/2003,2003-09-03,09/03/2003,07/23/2010,147,GRAND STREET,147 GRAND STREET,1003048,1002330015,Manhattan,147,GRAND STREET,147 GRAND STREET,1003048,1002330015,1,102,MN24,45,02,01,true,,false,Lat/Long geosupport,change u_init,40.719998,-73.999452,0101000020E6100000FF7A8505F77F52C0BB97FBE4285C4440,1
301855981,Alteration,PROPOSE TO CONVERT EXISTING TWO FAMILY D  WELLING INTO THREE FAMILLY DWE ING BUILDING. STORE TO REMAIN ON FIRST F  LOOR. INTERIOR PARTITION AND PLUMBING RK AS PER PLANS.,Residential: Multi-Family,Residential: Multi-Family,Residential,3,3,5775,5775,3,00004,1,1,0,2011-04-12,2011-04-12,C- CO,4,Complete,04/12/2011 12:00:00 AM,10/26/2004,10/28/2004,01/27/2005,2005-01-27,09/27/2006,04/12/2011,147,GRAND STREET,147 GRAND STREET,3062627,3023800035,Brooklyn,147,GRAND STREET,147 GRAND STREET,3062627,3023800035,3,301,BK73,553,14,34,,,false,Lat/Long geosupport,,40.714958,-73.961900,0101000020E61000006F8104C58F7D52C0BD0166BE835B4440,2
320911787,New Building,"PROPOSED NEW 3 STORY, TWO-FAMILY DWELLING PER PLANS FILED.",Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,3381,0,2,2,0,,,,,,In progress (last plan disapproved),05/18/2018 12:00:00 AM,03/23/2018,03/27/2018,,,,,147,SAINT FELIX STREET,147 SAINT FELIX STREET,3059188,3021120001,Brooklyn,147,ST FELIX STREET,147 ST FELIX STREET,3059188,3021120001,3,302,BK68,35,15,35,,,false,Lat/Long geosupport,,40.685356,-73.976816,0101000020E6100000698D4127847E52C0060FD3BEB9574440,1
320909353,New Building,"FILING HEREWITH NEW 3-STORY, TWO-FAMILY DWELLING AS PER PLANS",Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,3378,0,2,2,0,,,,,,In progress (last plan disapproved),05/25/2018 12:00:00 AM,09/15/2015,09/16/2015,,,,,147,SAINT FELIX STREET,147 SAINT FELIX STREET,3059188,3021120001,Brooklyn,147,ST FELIX STREET,147 ST FELIX STREET,3059188,3021120001,3,302,BK68,35,15,35,,,false,Lat/Long geosupport,,40.685356,-73.976816,0101000020E6100000698D4127847E52C0060FD3BEB9574440,2
421617218,Alteration,CONVERT EXISTING ONE FAMILY DWELLING UNIT INTO TWO FAMILY DWELLING UNITS. VERTICAL AND HORIZONTAL EXTENSION INVOLVED IN REAR YARD. OBTAIN NEW C OF O.,Residential: 1 & 2 Family,Residential: 1 & 2 Family,Residential,2,2,1422,1936,1,2,1,0,,,,,,In progress (last plan disapproved),04/24/2018 12:00:00 AM,03/30/2018,03/30/2018,,,,,148-29,61 ROAD,148-29 61 ROAD,4140936,4064260049,Queens,148-29,61 ROAD,148-29 61 ROAD,4140936,4064260049,4,408,QN62,80302,25,24,,,false,Lat/Long geosupport,,40.740230,-73.820893,0101000020E6100000FB20CB82897452C050C24CDBBF5E4440,1
421656844,Alteration,CONVERT EXISTING ONE FAMILY DWELLING UNIT INTO TWO FAMILY DWELLING UNITS. VERTICAL AND HORIZONTAL EXTENSION INVOLVED IN REAR YARD. OBTAIN NEW C OF O.,Residential: 1 & 2 Family,Residential: 1 & 2 Family,Residential,2,2,2197,2905,1,2,1,0,,,,,,Permit issued,10/01/2018 12:00:00 AM,07/16/2018,07/16/2018,09/27/2018,2018-10-01,10/01/2018,,148-29,61 ROAD,148-29 61 ROAD,4140936,4064260049,Queens,148-29,61 ROAD,148-29 61 ROAD,4140936,4064260049,4,408,QN62,80302,25,24,,,false,Lat/Long geosupport,,40.740230,-73.820893,0101000020E6100000FB20CB82897452C050C24CDBBF5E4440,2
421644466,Alteration,"CONVERTING FROM EXISTING STORE, OFFICE, FOUR CLASSROMS AND FOUR DWELLING UNITS TO  STORE, OFFICE, FOUR CLASSROOMS AND FIFTEEN DWELLING UNITS.",Commercial,Residential: Multi-Family,Residential,2,4,4800,9600,4,15,11,0,,,,,,In progress (last plan disapproved),01/03/2019 12:00:00 AM,07/26/2018,08/03/2018,,,,,150-28,HILLSIDE AVENUE,150-28 HILLSIDE AVENUE,4207134,4096970021,Queens,150-28,HILLSIDE AVENUE,150-28 HILLSIDE AVENUE,4207134,4096970021,4,412,QN35,236,28,24,,,false,Lat/Long geosupport,,40.706598,-73.805423,0101000020E61000008F1CE90C8C7352C0A2B5A2CD715A4440,1
421197859,Alteration,"CONVERTING FROM EXISTING STORE, OFFICE, FOUR CLASSROMS AND FIVE DWELLING UNITS TO  STORE, OFFICE, FOUR CLASSROOMS AND FIFTEEN DWELLING UNITS.",Commercial,Residential: Multi-Family,Residential,2,4,4800,9600,5,15,10,0,,,,,,In progress,03/09/2017 12:00:00 AM,09/26/2016,02/24/2017,,,,,150-28,HILLSIDE AVENUE,150-28 HILLSIDE AVENUE,4207134,4096970021,Queens,150-28,HILLSIDE AVENUE,150-28 HILLSIDE AVENUE,4207134,4096970021,4,412,QN35,236,28,24,,,false,Lat/Long geosupport,,40.706598,-73.805423,0101000020E61000008F1CE90C8C7352C0A2B5A2CD715A4440,2
421635449,New Building,"NEW 2 1/2 ONE FAMILY DWELLING, ADDRESS PER TOPO WILL BE 152-18 JUNIPER DRIVE",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3088,0,1,1,0,,,,,,In progress,10/11/2018 12:00:00 AM,06/04/2018,06/04/2018,10/11/2018,,,,151-49,JUNIPER DRIVE,151-49 JUNIPER DRIVE,4617505,4044870170,Queens,,,,,,,,,,,,,,false,BBL DOB MapPLUTO,,40.7967555694874,-73.8109342800866,0101000020E61000005B0BE558E67352C057ED2416FC654440,1
421635109,New Building,"NEW 2 1/2 ONE FAMILY DWELLING, ADDRESS PER TOPO WILL BE 152-14 JUNIPER DRIVE",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3170,0,1,1,0,,,,,,In progress,12/18/2018 12:00:00 AM,06/04/2018,06/04/2018,12/18/2018,,,,151-49,JUNIPER DRIVE,151-49 JUNIPER DRIVE,4617505,4044870170,Queens,,,,,,,,,,,,,,false,BBL DOB MapPLUTO,,40.7967555694874,-73.8109342800866,0101000020E61000005B0BE558E67352C057ED2416FC654440,2
421641101,New Building,"NEW 2 1/2 STORY ONE FAMILY DWELLING, ADDRESS PER TOPO WILL BE 152-30 JUNIPER DRIVE",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3088,0,1,1,0,,,,,,In progress (last plan disapproved),01/23/2019 12:00:00 AM,06/05/2018,06/05/2018,,,,,151-49,JUNIPER DRIVE,151-49 JUNIPER DRIVE,4617505,4044870170,Queens,,,,,,,,,,,,,,false,BBL DOB MapPLUTO,,40.7967555694874,-73.8109342800866,0101000020E61000005B0BE558E67352C057ED2416FC654440,3
421624380,New Building,"NEW 2 1/2 STORY ONE FAMILY DWELLING, ADDRESS PER TOPO WILL BE 151-50 JUNIPER DRIVE",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3538,0,1,1,0,,,,,,In progress,01/10/2019 12:00:00 AM,04/20/2018,04/20/2018,01/10/2019,,,,151-49,JUNIPER DRIVE,151-49 JUNIPER DRIVE,4617505,4044870170,Queens,,,,,,,,,,,,,,false,BBL DOB MapPLUTO,,40.7967555694874,-73.8109342800866,0101000020E61000005B0BE558E67352C057ED2416FC654440,4
421636714,New Building,"NEW 2 1/2 ONE FAMILY DWELLING, ADDRESS PER TOPO WILL BE 6-73 ROSE LANE",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3168,0,1,1,0,,,,,,In progress (last plan disapproved),12/18/2018 12:00:00 AM,08/21/2018,08/21/2018,,,,,151-49,JUNIPER DRIVE,151-49 JUNIPER DRIVE,4617505,4044870170,Queens,,,,,,,,,,,,,,false,BBL DOB MapPLUTO,,40.7967555694874,-73.8109342800866,0101000020E61000005B0BE558E67352C057ED2416FC654440,5
421644858,New Building,"NEW 2 1/2 STORY ONE FAMILY DWELLING, ADDRESS PER TOPO WILL BE 152-04 JUNIPER DRIVE",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3761,0,1,1,0,,,,,,In progress (last plan disapproved),09/04/2018 12:00:00 AM,08/21/2018,08/21/2018,,,,,151-49,JUNIPER DRIVE,151-49 JUNIPER DRIVE,4617505,4044870170,Queens,,,,,,,,,,,,,,false,BBL DOB MapPLUTO,,40.7967555694874,-73.8109342800866,0101000020E61000005B0BE558E67352C057ED2416FC654440,6
421644867,New Building,"NEW 2 1/2 STORY ONE FAMILY DWELLING, ADDRESS PER TOPO WILL BE 6-69 ROSE LANE",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3129,0,1,1,0,,,,,,In progress (last plan disapproved),09/04/2018 12:00:00 AM,08/21/2018,08/21/2018,,,,,151-49,JUNIPER DRIVE,151-49 JUNIPER DRIVE,4617505,4044870170,Queens,,,,,,,,,,,,,,false,BBL DOB MapPLUTO,,40.7967555694874,-73.8109342800866,0101000020E61000005B0BE558E67352C057ED2416FC654440,7
421626654,New Building,"NEW 2 1/2 STORY ONE FAMILY DWELLING, ADDRESS PER TOPO WILL BE 151-56 JUNIPER DRIVE",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3541,0,1,1,0,,,,,,In progress,01/08/2019 12:00:00 AM,04/27/2018,04/27/2018,01/08/2019,,,,151-49,JUNIPER DRIVE,151-49 JUNIPER DRIVE,4617505,4044870170,Queens,,,,,,,,,,,,,,false,BBL DOB MapPLUTO,,40.7967555694874,-73.8109342800866,0101000020E61000005B0BE558E67352C057ED2416FC654440,8
421626672,New Building,"NEW 2 1/2 STORY ONE FAMILY DWELLING, ADDRESS PER TOPO WILL BE 151-68 JUNIPER DRIVE",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3538,0,1,1,0,,,,,,In progress,01/03/2019 12:00:00 AM,04/27/2018,04/27/2018,01/03/2019,,,,151-49,JUNIPER DRIVE,151-49 JUNIPER DRIVE,4617505,4044870170,Queens,,,,,,,,,,,,,,false,BBL DOB MapPLUTO,,40.7967555694874,-73.8109342800866,0101000020E61000005B0BE558E67352C057ED2416FC654440,9
421626663,New Building,"NEW 2 1/2 STORY ONE FAMILY DWELLING, ADDRESS PER TOPO WILL BE  151-62 JUNIPER DRIVE",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3541,0,1,1,0,,,,,,In progress,01/02/2019 12:00:00 AM,04/27/2018,04/27/2018,01/02/2019,,,,151-49,JUNIPER DRIVE,151-49 JUNIPER DRIVE,4617505,4044870170,Queens,,,,,,,,,,,,,,false,BBL DOB MapPLUTO,,40.7967555694874,-73.8109342800866,0101000020E61000005B0BE558E67352C057ED2416FC654440,10
421641094,New Building,"NEW 2 1/2 ONE FAMILY DWELLING, ADDRESS PER TOPO WILL BE 152-26  JUNIPER DRIVE",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3170,0,1,1,0,,,,,,In progress,01/07/2019 12:00:00 AM,06/04/2018,06/04/2018,01/07/2019,,,,151-49,JUNIPER DRIVE,151-49 JUNIPER DRIVE,4617505,4044870170,Queens,,,,,,,,,,,,,,false,BBL DOB MapPLUTO,,40.7967555694874,-73.8109342800866,0101000020E61000005B0BE558E67352C057ED2416FC654440,11
421633432,New Building,"NEW 2 1/2 ONE FAMILY DWELLING, ADDRESS PER TOPO WILL BE 152-22  JUNIPER DRIVE",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3122,0,1,1,0,,,,,,In progress,01/04/2019 12:00:00 AM,06/04/2018,06/04/2018,01/04/2019,,,,151-49,JUNIPER DRIVE,151-49 JUNIPER DRIVE,4617505,4044870170,Queens,,,,,,,,,,,,,,false,BBL DOB MapPLUTO,,40.7967555694874,-73.8109342800866,0101000020E61000005B0BE558E67352C057ED2416FC654440,12
421636732,New Building,"NEW 2 1/2 ONE FAMILY DWELLING, ADDRESS PER TOPO WILL BE 152-10 JUNIPER DRIVE",Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3122,0,1,1,0,,,,,,Permit issued,10/25/2018 12:00:00 AM,06/04/2018,06/04/2018,09/26/2018,2018-10-18,,,151-49,JUNIPER DRIVE,151-49 JUNIPER DRIVE,4617505,4044870170,Queens,,,,,,,,,,,,,,false,BBL DOB MapPLUTO,,40.7967555694874,-73.8109342800866,0101000020E61000005B0BE558E67352C057ED2416FC654440,13
321291963,New Building,"NEW FOUR STORY, PENTHOUSE AND CELLAR 8-FAMILY BUILDING.",Empty Lot,Residential: Multi-Family,Residential,0,4,0,5584,0,8,8,0,,,,,,Filed,11/23/2018 12:00:00 AM,11/23/2018,,,,,,1525,NEW YORK AVENUE,1525 NEW YORK AVENUE,3114072,3050080026,Brooklyn,1525,NEW YORK AVENUE,1525 NEW YORK AVENUE,3114072,3050080026,3,317,BK91,784,22,45,,,false,Lat/Long geosupport,,40.635478,-73.944694,0101000020E61000008EAED2DD757C52C0EBA9D55757514440,1
321385443,New Building,"NEW FOUR STORY, PENTHOUSE AND CELLAR 8-FAMILY BUILDING.",Empty Lot,Residential: Multi-Family,Residential,0,4,0,5584,0,8,8,0,,,,,,In progress (last plan disapproved),01/10/2019 12:00:00 AM,12/19/2018,12/20/2018,,,,,1525,NEW YORK AVENUE,1525 NEW YORK AVENUE,3114072,3050080026,Brooklyn,1525,NEW YORK AVENUE,1525 NEW YORK AVENUE,3114072,3050080026,3,317,BK91,784,22,45,,,false,Lat/Long geosupport,,40.635478,-73.944694,0101000020E61000008EAED2DD757C52C0EBA9D55757514440,2
320914686,Alteration,"HEREWITH FILING ALT 1 APPLICATION TO ESTABLISH THE USE OF THE 2ND FLOOR (23 IMD UNITS & 1 CLASS 'A' MDL UNIT). THE BUILDING'S LOFT BOARD #30037. THE WORK INCLUDE INTERIOR MINOR PARTITIONS WORK AND PLUMBING WORK. THE ENLARGEMENT IN OUR SCOPE OF WORK IS FOR ZONING PURPOSES ONLY, ALL CONSTRUCTION WORK FOR THE ENLARGEMENT COMPLETED UNDER 340143491",Commercial,Residential: Multi-Family,Residential,2,2,95118,95118,0,24,24,0,,,,,,Permit issued,11/13/2018 12:00:00 AM,07/02/2014,07/18/2014,05/09/2016,2017-01-06,,,156,NORTH 4TH STREET,156 NORTH 4TH STREET,3062371,3023520009,Brooklyn,156,NORTH    4 STREET,156 NORTH 4 STREET,3062371,3023520009,3,301,BK73,553,14,34,,,false,Lat/Long geosupport,,40.715588,-73.959357,0101000020E6100000130CE71A667D52C07CB43863985B4440,1
320623777,Alteration,HEREWITH FILING ALT 1 NO WORK APPLICATION TO ESTABLISH THE USED AND OCCUPANCY OF THE CELLAR AND 1ST FLOOR AND PART OF THE 2ND FLOOR ONLY.,Commercial,Residential: Multi-Family,Residential,2,2,94341,94341,0,23,23,23,0,2016-12-22,2017-05-09,T- TCO,24,Complete,08/04/2017 12:00:00 AM,03/05/2015,03/06/2015,06/05/2015,2016-08-05,08/05/2016,,156,NORTH 4TH STREET,156 NORTH 4TH STREET,3062371,3023520009,Brooklyn,156,NORTH    4 STREET,156 NORTH 4 STREET,3062371,3023520009,3,301,BK73,553,14,34,,,false,Lat/Long geosupport,,40.715588,-73.959357,0101000020E6100000130CE71A667D52C07CB43863985B4440,2
420659282,New Building,BUILD IT BACK APP-024747. RECONSTRUCTION 1 FAMILY DWELLING UNIT.,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,1816,0,1,1,0,,,,,,In progress (last plan disapproved),03/23/2017 12:00:00 AM,02/28/2017,02/28/2017,,,,,159-39,101 STREET,159-39 101 STREET,4295471,4141810041,Queens,159-39,101 STREET,159-39 101 STREET,4295471,4141810041,4,410,QN57,884,27,32,,,false,Lat/Long geosupport,,40.659062,-73.831855,0101000020E6100000E700C11C3D7552C0A704C4245C544440,1
420662223,New Building,NYC BIB APP-024747. NEW 2 STORY MODULAR DETACHED ONE FAMILY HOME (BY OTHERS) ON OPEN FOUNDATION W/ HELICAL PILES.,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,1960,0,1,1,0,,,,,,Permit issued,11/09/2018 12:00:00 AM,07/31/2017,07/31/2017,10/20/2017,2017-11-27,,,159-39,101 STREET,159-39 101 STREET,4295471,4141810041,Queens,159-39,101 STREET,159-39 101 STREET,4295471,4141810041,4,410,QN57,884,27,32,,,false,Lat/Long geosupport,,40.659062,-73.831855,0101000020E6100000E700C11C3D7552C0A704C4245C544440,2
