error_message,input_borough,input_hnum,input_street,uid
'ST JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,951,ST JOHN''S PLACE,301792816
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Brooklyn,499,SCHROEDERS AVENUE,321187880
'LEIF ERIKSON DRIVE' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES. 'LEIF ERIKSON DRIVE' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES.,Brooklyn,3551,LEIF ERIKSON DRIVE,301338602
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,83,BELWOOD LOOP,520277030
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,1,MARKHAM COURT,500863826
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,80,OCEANA DRIVE WEST,301047524
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,50,MURRAY HULBERT AVE,520127318
'LINCOLN PLACD' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'LINCOLN PLACD' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,153,LINCOLN PLACD,301737342
"NON-ADDRESSABLE PLACE NAME, BRIDGE, TUNNEL OR MISC STRUCTURE NOT FOUND INPUT IS NON-ADDRESSABLE PLACE NAME (NAP) - ADDRESS NUMBER IGNORED",Queens,34-01,UNION STREET,401579617
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,306,SEASIDE AVENUE,401301462
'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,413,FATHER CAPODANO BOULEVARD,500439518
'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,409,FATHER CAPODANO BOULEVARD,500439536
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Bronx,3405,BRUCKNER EXPRESSWAY,201105035
'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1294,ST MARK''S AVENUE,302347164
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,90-40,PAULINE ROAD,402625307
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,6516,SEASPRAY AVENUE,420032191
DUPLICATE ADDRESS-USE HILLSIDE AVENUE ROCKAWAYS OR HILLSIDE AVENUE DOUGLASTON LOT HAS MORE ITEMS THAN LISTED,Queens,329,HILLSIDE AVENUE,421482513
'ST STEPHEN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST STEPHEN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Staten Island,109,ST STEPHEN''S PLACE,500795071
'STREET' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'STREET' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,150 NORTH 12,STREET,302256412
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,6807,AVENUE V,302013979
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Staten Island,20,SAVONA,520140446
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-55,JEWELS ROAD,402631826
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,301,FOURBERIE LANE,520267050
ROCKAWAY POINT BOULEVARD IS AN INVALID STREET NAME FOR THIS LOCATION ROCKAWAY POINT BOULEVARD IS AN INVALID STREET NAME FOR THIS LOCATION,Queens,180-04,ROCKAWAY POINT BOULEVARD,410057101
"ADDRESS NUMBER OUT OF RANGE TPAD BBL USED, NO EXISTING PAD BBL",Queens,102-20,DUNTON COURT,420653929
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,261,AVIDITA PLACE,520267318
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Queens,18-23,BAY LANE,421542842
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,129-10,6TH AVENUE,410126019
'ST. JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST. JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,941,ST. JOHN''S PLACE,321797837
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Queens,62-40,HILLMEYER ROAD,421665772
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,60,TENNYSON DRIVE,520317149
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Staten Island,47,CECILIA COURT,520117490
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,151-49,JUNIPER DRIVE,421641101
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,12,TORRICE LOOP,520290952
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,275,AVIDITA PLACE,520267372
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,368,FOURBERIE LANE,520267540
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,409,FOURBERIE LANE,520266649
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,1036,GARDEN COURT,402533601
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,262,AVIDITA PLACE,520267844
"NON-ADDRESSABLE PLACE NAME, BRIDGE, TUNNEL OR MISC STRUCTURE NOT FOUND INPUT IS NON-ADDRESSABLE PLACE NAME (NAP) - ADDRESS NUMBER IGNORED",Queens,38-18,UNION STREET,420953819
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,264,HOOKER PLACE,500808851
'BISTEST STREET' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES. 'BISTEST STREET' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES.,Manhattan,1,BISTEST STREET,130000238
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,7A,CEDAR GROVE BEACH PLACE,520210156
DUPLICATE ADDRESS-USE HILLSIDE AVENUE ROCKAWAYS OR HILLSIDE AVENUE DOUGLASTON LOT HAS MORE ITEMS THAN LISTED,Queens,317,HILLSIDE AVENUE,421070860
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,151-49,JUNIPER DRIVE,421636732
'ST MARY''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARY''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Staten Island,207,ST MARY''S AVENUE,500551299
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,42,MADERA STREET,520295154
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Queens,18-66,BAY LANE,421388475
'ST ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Bronx,732,ST ANN''S AVENUE,200700438
'ST. JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST. JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,186,ST. JOHN''S PLACE,320548421
"NON-ADDRESSABLE PLACE NAME, BRIDGE, TUNNEL OR MISC STRUCTURE NOT FOUND TPAD BBL USED, NO EXISTING PAD BBL",Manhattan,8,RANDALLS ISLAND,103473714
ADDRESS NBR 29-04 GARA  HAS AN EMBEDDED BLANK. ADDRESS NBR 29-04 GARA  HAS AN EMBEDDED BLANK.,Queens,29-04 GARA,HOYT AVE,421200934
'ST JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,615,ST JOHN''S PLACE,320596752
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2612,WEST 19 STREET,301011713
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,174,BAY 54 STREET,301008022
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,6,WOODROW COTTAGES,420366482
ADDRESS NBR 68 CHURCHILL  HAS AN UNKNOWN OR INVALID SUFFIX/ENDING. ADDRESS NBR 68 CHURCHILL  HAS AN UNKNOWN OR INVALID SUFFIX/ENDING.,Staten Island,68 CHURCHILL,AVE,500420323
'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,407,FATHER CAPODANO BOULEVARD,500439545
'REIDEL AVE' NOT RECOGNIZED. THERE ARE 003 SIMILAR NAMES. 'REIDEL AVE' NOT RECOGNIZED. THERE ARE 003 SIMILAR NAMES.,Staten Island,281,REIDEL AVE,500667593
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Queens,143-20,ATLANTIC AVE,420882432
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,947,COURTLANDT AVENUE,201097552
'SAINT LUKE''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'SAINT LUKE''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Manhattan,11,SAINT LUKE''S PLACE,120926043
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Bronx,3353,BRUCKNER EXPRESSWAY,200909758
'BUHRE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. 'BUHRE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.,Bronx,2851,BUHRE,220061625
'BEDFORDAV' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'BEDFORDAV' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1382,BEDFORDAV,302055692
'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1270,ST MARK''S AVENUE,302347048
'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1282,ST MARK''S AVENUE,302347100
DUPLICATE ADDRESS-USE VAN WYCK EXPWY S OZONE PRK OR WHITESTONE EXPWY FLUSHING ,Queens,133-04,VAN WYCK EXPRESSWAY,402514418
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,90-38,PAULINE ROAD,402625290
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,6608,SURF AVENUE,410231725
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,6617,SURF AVENUE,420032119
ADDRESS NUMBER OUT OF RANGE LOT HAS MORE ITEMS THAN LISTED,Queens,248,HILLSIDE AVENUE ROCKAWAYS,420910401
DUPLICATE ADDRESS-USE HILLSIDE AVENUE ROCKAWAYS OR HILLSIDE AVENUE DOUGLASTON LOT HAS MORE ITEMS THAN LISTED,Queens,311,HILLSIDE AVENUE,421161469
'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Staten Island,421,O''GORMAN AVENUE,500860311
"ADDRESS NUMBER OUT OF RANGE TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Staten Island,23,WESTPORT STREET,520295591
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,145D,ARTHUR KILL ROAD,520073982
'O''BRIEN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'O''BRIEN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Bronx,1851,O''BRIEN AVENUE,200972670
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Brooklyn,10,SCHROEDERS WALK,321193793
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,104-12,170 STREET,421525442
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Bronx,355,BRONX RIVER AVENUE,210178546
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,6000,PALISADE AVENUE,220339480
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,40,GALLANT LOOP,510032313
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,60,GALLANT LOOP,510032242
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,14A,MESEREAU COURT,321391873
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS. ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,7414,BURCHELL AVENUE,402298241
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,451,FOURBERIE LANE,520266523
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,325,FOURBERIE LANE,520266961
"ADDRESS NUMBER OUT OF RANGE TPAD BBL USED, NO EXISTING PAD BBL",Queens,147-15A,HOOK CREEK BOULEVARD,421220388
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,6-47,GRACE LANE,420045132
'SAINT ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'SAINT ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Bronx,800,SAINT ANN''S AVENUE,220667972
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1427,HART PLACE,321543022
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,405,FOURBERIE LANE,520266667
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,370,FOURBERIE LANE,520267531
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,240,AVIDITA PLACE,520267933
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,3069,VETERANS ROAD WEST,510015449
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,928,BAYSIDE WALK,401689776
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,919,BAYSIDE WALK,401684888
'62' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. '62' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.,Brooklyn,2164,62,320313503
'ST. MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST. MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,142,ST. MARK''S AVENUE,321571875
'ST. MARY''S AVE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST. MARY''S AVE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Staten Island,192,ST. MARY''S AVE,520337145
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,636,PACIFIC STREET,301150741
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,6-25,130 STREET,401108074
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,310,SEASIDE AVENUE,401301382
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,154,BAY 54 STREET,301030694
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,17,MARINO BLVD,500434292
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2608,WEST 19 STREET,301024816
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,204,GARRAYS CIRCLE,500434229
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,7,WOODROW COTTAGES,420366491
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,314,SEASIDE AVENUE,401302693
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,5A,CEDAR GROVE BEACH PLACE,520090384
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,1,WOODROW COTTAGES,420365768
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,20318,BREEZY POINT BLVD,420963826
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,6610,SURF AVENUE,410234205
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,3841,FIELDSTON ROAD,201051565
'BLVD' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'BLVD' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Brooklyn,361HIGHLAND,BLVD,301687583
'HERON AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'HERON AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Bronx,101,HERON AVENUE,210035246
'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1288,ST MARK''S AVENUE,302347137
'SOUTH OXFORD' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. 'SOUTH OXFORD' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.,Brooklyn,56,SOUTH OXFORD,310159574
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,6611,SURF AVE.,420032137
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,6603,SURF AVE.,420032379
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,6521,SEASPRAY AVE.,420032459
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,6613,SURF AVENUE,420044847
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS. ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,645,ANNAPOLIS STREET,420533710
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,504,CORRELL AVENUE,500556187
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Bronx,1719,LACOMBE AVENUE,210178564
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Bronx,359,BRONX RIVER AVENUE,210178555
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,9,TORRICE LOOP,520291087
ADDRESS NUMBER OUT OF RANGE ,Queens,6010,BLEECKER STREET,420280252
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,317,HAROLD AVENUE,520353894
"ADDRESS NUMBER OUT OF RANGE TPAD BBL USED, NO EXISTING PAD BBL",Queens,149-26,HURON STREET,421005290
'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Manhattan,1,TEST STREET,144444448
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,37,MCGEE LANE,520099410
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,23,NELLO COURT,520367255
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,11,TORRICE LOOP,520291078
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,477,FOURBERIE LANE,520267746
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Staten Island,16,MAXMILLAN COURT,520019015
'COURTENAY LANE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'COURTENAY LANE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Queens,5,COURTENAY LANE,402059160
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Queens,150-93,CLINTONVILLE COURT,420530321
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Bronx,100A,RODMANS NECK PATH,220420211
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,305,FOURBERIE LANE,520267032
'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Manhattan,1,TEST STREET,145147150
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Queens,18-32,BAY LANE,421542931
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,1510,PINE COURT,420015959
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,5,HUDSON VIEW LOOP,520138734
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,129-08,6TH AVENUE,410126000
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS. ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,2709,BRIARKIM COURT,401713981
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,247,AVIDITA PLACE,520267256
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,356,FOURBERIE LANE,520267595
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,133-47,SPRING HILL LANE,401952776
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,354,FOURBERIE LANE,520267602
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,366,FOURBERIE LANE,520267559
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,133-44,STONE RIDGE LANE,401952838
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,120,CUPIDITY DRIVE,520266337
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Queens,18-21,BAY LANE,421542851
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,1037,GARDEN COURT,402533433
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,7,FROSINONE LANE,520291121
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,68,GLENN ROAD,510044471
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,8,FROSINONE LANE,520291130
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,48,TORRICE LOOP,520291149
"NON-ADDRESSABLE PLACE NAME, BRIDGE, TUNNEL OR MISC STRUCTURE NOT FOUND INPUT IS NON-ADDRESSABLE PLACE NAME (NAP) - ADDRESS NUMBER IGNORED",Queens,37-10,UNION STREET,410132422
'ST JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,180,ST JOHN''S PLACE,321371154
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,563,BRONX RIVER AVENUE,200861772
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Queens,62-46,HILLMEYER ROAD,421665790
'ST ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Bronx,125,ST ANN''S AVENUE,201114855
'ALMED AVENUE' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES. 'ALMED AVENUE' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES.,Queens,69-49,ALMED AVENUE,401423250
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,154,BAY 54 STREET,301033165
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,124,BAY 54 STREET,301014569
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,2610,WEST 20 STREET,301025842
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,140,BAY 54 STREET,301025824
'ST ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Bronx,694,ST ANN''S AVENUE,200712229
'FATHER CAPODONNO BLVD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODONNO BLVD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,915,FATHER CAPODONNO BLVD,500311815
'FATHER CAPODONNO BLVD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODONNO BLVD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,911,FATHER CAPODONNO BLVD,500311824
